Sucre,Bolivia
LaPaz,Bolivia
Natal,Brazil
Bahia,Brazil
Bauru,Brazil
Belem,Brazil
Cusco,Peru
Tacna,Peru
Talca,Chile
Tunja,Colombia
Rocha,Uraguay
Junin,Argentina
Salta,Argentina
